# Relative Compactness,Surface Area,Roof Area,Overall Height,Cooling Load,Heating Load
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.34524051872434564,18.31
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.6050460751435742,28.95
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-0.8202030299092796,16.77
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.1347044929430825,10.55
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.4397393567551324,6.07
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-0.8296696291310328,14.39
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.5356243475173835,23.93
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.0352504175543618,36.9
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-0.9232837769905928,12.63
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.1252378937213292,12.73
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.0163172191108554,36.86
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.4388546665839059,25.43
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.4612473825332588,39.84
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,1.1604198961530992,32.46
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-0.7581442127888971,17.23
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.004746931173157,32.94
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1452229365228086,10.39
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.7494527366177475,35.48
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.8858885187222544,29.02
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,1.0636502152196219,32.12
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.3420849856504278,27.27
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.19482677553426592,24.63
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,1.2224787132734822,32.15
