# Relative Compactness,Surface Area,Roof Area,Overall Height,Cooling Load,Heating Load
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,-0.34266569138972575,15.55
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,-0.34266569138972575,15.55
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,-0.34266569138972575,15.55
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.38836613740122167,20.84
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.08333127358917158,21.46
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.06019069771377482,20.71
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.28528539031990824,19.5
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,-0.2753476524794802,19.95
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,-0.11546731006764718,19.34
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,-0.32899171473608185,17.41
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,-0.3605470454752595,16.95
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.0359982774804053,15.98
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,0.7028676004350247,29.9
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,0.6671048922639568,29.63
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.562224440898627,28.75
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.547194635455082,24.77
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.5356243475173835,23.93
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.547194635455082,24.77
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.4397393567551324,6.07
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.4092358703739276,6.05
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.4355319793232422,6.01
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.4008211155101469,6.37
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.3534881194013804,6.4
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.3587473411912434,6.4
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.3513844306854352,6.85
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.3524362750434078,6.77
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.3313993878839563,6.81
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.2819627030592446,7.18
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.2819627030592446,7.1
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.3093106563665318,7.1
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.821254874267252,10.85
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.8191511855513068,10.54
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.8328251622049504,10.56
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.31667356687234,8.6
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.300895901502751,8.49
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.3156217225143674,8.45
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.1874638650284578,24.63
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.19482677553426592,24.63
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.1790491101646769,24.59
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.8764219195005015,29.03
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.5556093903188628,29.87
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,1.024731973974636,28.09
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.10647184946456872,26.91
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.25688559265464844,26.37
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.7512524409017637,25.27
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.28633723467788064,23.53
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.03389458876446017,24.03
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.4125585576345912,22.58
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.7978375770844865,35.56
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.1246571879820317,37.12
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.0352504175543618,36.9
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.9763471335078967,32.96
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.9973840206673488,32.12
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.004746931173157,32.94
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1736227341880683,10.36
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1683635123982052,10.36
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1452229365228086,10.39
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.1347044929430825,10.71
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0842159637603985,10.8
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.1273415824372746,10.7
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0495050999473032,11.13
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0821122750444532,11.09
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0663346096748647,11.16
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.1241860493633569,11.68
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.1262897380793018,11.7
