# Relative Compactness,Surface Area,Roof Area,Overall Height,Cooling Load,Heating Load
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,-0.34266569138972575,15.55
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.527209592653603,19.68
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.34524051872434564,18.31
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,-0.08601566804441467,17.05
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.3823590556853147,28.52
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.506172705494151,23.93
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.4113395590898727,6.04
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.3987174267942017,6.37
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.318777255588285,6.79
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.2998440571447785,7.1
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.8244104073411699,10.77
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.3198290999462579,8.5
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.19798230860818342,24.58
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.5251059039376575,29.14
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.6628975148320665,26.28
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.002339258025282523,23.54
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.971391896149963,35.94
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.9553102463484455,32.21
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1441710921648358,10.43
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.085267808118371,10.75
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0842159637603985,11.11
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.1431192478068632,11.69
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.5488271855523522,15.41
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.0779048976125631,12.96
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.10962738253848622,24.31
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.5019653280622608,28.83
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.10962738253848622,27.02
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.045464876702158555,24.23
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.0552354603558407,37.26
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,0.9668805342861438,32.41
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1431192478068632,10.46
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0915788742662065,10.68
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.1851930221257667,11.32
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-1.034779278935687,11.42
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.5540864073422153,15.34
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.0537124773791935,13.0
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.15064931249941713,24.4
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.5776981218362869,29.62
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.138027180203746,26.89
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.0359982774804053,23.87
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.7494527366177475,35.48
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.04261332806017,33.24
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1809856446938765,10.34
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0821122750444532,10.68
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0673864540328373,11.22
