# Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Glazing Area,Cooling Load,Glazing Area Distribution_0.0,Glazing Area Distribution_4.0,Glazing Area Distribution_5.0,Heating Load
0.5281816212207099,-0.6726022302119347,0.0,-0.6558803458962558,1.0,-1.7604469755488257,0.0359982774804053,3.8729833462074166,-0.48038446141526137,-0.48038446141526137,15.98
-0.5124150056618855,0.44067042669057715,-1.1239029738980328,0.9725122370185867,-1.0,1.2440491960545037,-0.7739218781584857,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,14.47
-0.985413472426701,0.997306755141833,0.0,0.9725122370185867,-1.0,0.11736313170325505,-0.9464243528659898,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,13.0
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,-1.0093229326479933,1.7978375770844865,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,35.56
-1.3638122458385542,1.553943083593089,1.1239029738980328,0.9725122370185867,-1.0,0.11736313170325505,-0.9274911544224833,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,15.08
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-1.0842159637603985,-0.2581988897471611,-0.48038446141526137,2.0816659994661326,11.14
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,0.11736313170325505,-0.49307943457980546,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,16.62
0.9065803946325631,-0.9509203944375626,-0.5619514869490164,-0.6558803458962558,1.0,1.2440491960545037,1.2908485965417,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,31.64
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,0.11736313170325505,2.160723880585029,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,39.04
-0.03941653889706892,-0.11596590176067874,2.2478059477960657,-1.1986778735345365,1.0,0.11736313170325505,1.2466711335068514,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,36.59
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,1.2440491960545037,-0.4005171310782176,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,18.48
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,1.2440491960545037,-0.7960106096759101,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,14.08
-0.5124150056618855,0.44067042669057715,-1.1239029738980328,0.9725122370185867,-1.0,0.11736313170325505,-1.0431940337994676,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,12.36
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-1.0821122750444532,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,11.09
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-0.5625011622059961,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,15.4
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,1.2440491960545037,-0.26272552018380907,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,18.9
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-1.0431940337994676,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,11.1
-0.03941653889706892,-0.11596590176067874,2.2478059477960657,-1.1986778735345365,1.0,0.11736313170325505,1.3360779039345212,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,36.52
-0.22861592560299554,0.1623522624649492,-1.6858544608470492,0.9725122370185867,-1.0,1.2440491960545037,-0.7718181894425405,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,14.61
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,0.11736313170325505,-0.8896247575354702,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,12.86
2.0417767148681216,-1.7858748871144463,-0.5619514869490164,-1.4700766373536769,1.0,-1.0093229326479933,0.11909398176023948,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,24.23
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,1.2440491960545037,-0.1954074812735635,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,19.36
-0.22861592560299554,0.1623522624649492,-1.6858544608470492,0.9725122370185867,-1.0,0.11736313170325505,-1.1105120727097133,-0.2581988897471611,-0.48038446141526137,2.0816659994661326,12.02
-0.985413472426701,0.997306755141833,0.0,0.9725122370185867,-1.0,0.11736313170325505,-0.9169727108427574,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,13.0
1.2849791680444165,-1.2292385586631904,0.0,-1.1986778735345365,1.0,-1.0093229326479933,0.5776981218362869,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,29.62
-0.22861592560299554,0.1623522624649492,-1.6858544608470492,0.9725122370185867,-1.0,0.11736313170325505,-0.9895499715428658,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,12.16
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,1.2440491960545037,2.2985154914794372,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,41.26
0.5281816212207099,-0.6726022302119347,0.0,-0.6558803458962558,1.0,1.2440491960545037,0.8764219195005015,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,28.01
0.5281816212207099,-0.6726022302119347,0.0,-0.6558803458962558,1.0,1.2440491960545037,0.351551584872181,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,29.49
0.5281816212207099,-0.6726022302119347,0.0,-0.6558803458962558,1.0,0.11736313170325505,0.5871647210580404,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,26.84
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,-1.7604469755488257,0.6671048922639568,3.8729833462074166,-0.48038446141526137,-0.48038446141526137,29.63
-0.22861592560299554,0.1623522624649492,-1.6858544608470492,0.9725122370185867,-1.0,1.2440491960545037,-0.8054772088976633,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,14.45
-1.3638122458385542,1.553943083593089,1.1239029738980328,0.9725122370185867,-1.0,0.11736313170325505,-1.0126905474182626,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,14.34
-0.22861592560299554,0.1623522624649492,-1.6858544608470492,0.9725122370185867,-1.0,-1.0093229326479933,-1.1631042906083426,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,10.14
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,-1.0093229326479933,1.9493031646325385,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,35.78
1.2849791680444165,-1.2292385586631904,0.0,-1.1986778735345365,1.0,0.11736313170325505,1.1057239895385251,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,32.4
0.9065803946325631,-0.9509203944375626,-0.5619514869490164,-0.6558803458962558,1.0,0.11736313170325505,0.9879174214455951,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,29.54
-0.7016143923678121,0.718988590916205,-0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-1.083164119402426,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,11.18
-1.1746128591326277,1.275624919367461,0.5619514869490164,0.9725122370185867,-1.0,-1.0093229326479933,-0.5540864073422153,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,15.34
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,1.2440491960545037,2.3511077093780663,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,41.67
0.9065803946325631,-0.9509203944375626,-0.5619514869490164,-0.6558803458962558,1.0,-1.0093229326479933,0.7512524409017637,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,25.41
0.244382541161821,-0.39428406598630666,0.5619514869490164,-0.6558803458962558,1.0,1.2440491960545037,2.17755339031259,-0.2581988897471611,-0.48038446141526137,-0.48038446141526137,41.4
-0.03941653889706892,-0.11596590176067874,2.2478059477960657,-1.1986778735345365,1.0,0.11736313170325505,1.2803301529619742,-0.2581988897471611,2.0816659994661326,-0.48038446141526137,36.45
