# Relative Compactness,Surface Area,Roof Area,Overall Height,Cooling Load,Heating Load
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.0359982774804053,15.98
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-0.7739218781584857,14.47
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-0.9464243528659898,13.0
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.7978375770844865,35.56
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-0.9274911544224833,15.08
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0842159637603985,11.14
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.49307943457980546,16.62
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,1.2908485965417,31.64
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,2.160723880585029,39.04
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.2466711335068514,36.59
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.4005171310782176,18.48
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-0.7960106096759101,14.08
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0431940337994676,12.36
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0821122750444532,11.09
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.5625011622059961,15.4
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.26272552018380907,18.9
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.0431940337994676,11.1
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.3360779039345212,36.52
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-0.7718181894425405,14.61
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-0.8896247575354702,12.86
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,0.11909398176023948,24.23
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.1954074812735635,19.36
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1105120727097133,12.02
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-0.9169727108427574,13.0
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,0.5776981218362869,29.62
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-0.9895499715428658,12.16
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,2.2985154914794372,41.26
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.8764219195005015,28.01
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.351551584872181,29.49
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.5871647210580404,26.84
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,0.6671048922639568,29.63
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-0.8054772088976633,14.45
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.0126905474182626,14.34
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.1631042906083426,10.14
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,1.9493031646325385,35.78
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,1.1057239895385251,32.4
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.9879174214455951,29.54
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.083164119402426,11.18
-1.1746128591326277,1.275624919367461,0.9725122370185867,-1.0,-0.5540864073422153,15.34
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,2.3511077093780663,41.67
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.7512524409017637,25.41
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,2.17755339031259,41.4
-0.03941653889706892,-0.11596590176067874,-1.1986778735345365,1.0,1.2803301529619742,36.45
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.3420849856504278,27.27
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0915788742662065,10.68
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.9395325809788568,28.4
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.1399637147329456,10.7
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.313685187985168,23.59
-0.22861592560299554,0.1623522624649492,0.9725122370185867,-1.0,-1.0368829676516322,12.35
1.2849791680444165,-1.2292385586631904,-1.1986778735345365,1.0,1.2109084253357838,36.57
-0.7016143923678121,0.718988590916205,0.9725122370185867,-1.0,-1.016897924850153,12.34
0.5281816212207099,-0.6726022302119347,-0.6558803458962558,1.0,0.5566612346768351,24.94
-1.3638122458385542,1.553943083593089,0.9725122370185867,-1.0,-1.1147194501416036,12.8
2.0417767148681216,-1.7858748871144463,-1.4700766373536769,1.0,-0.34266569138972575,15.55
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-0.9485280415819349,12.1
0.9065803946325631,-0.9509203944375626,-0.6558803458962558,1.0,0.7039194447929974,26.45
-0.985413472426701,0.997306755141833,0.9725122370185867,-1.0,-0.6866187964467613,15.16
0.244382541161821,-0.39428406598630666,-0.6558803458962558,1.0,2.1333759272777413,40.79
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-1.0989417847720147,10.77
-0.5124150056618855,0.44067042669057715,0.9725122370185867,-1.0,-0.9411651310761268,12.28
